left_eye_center_x,left_eye_center_y,right_eye_center_x,right_eye_center_y,left_eye_inner_corner_x,left_eye_inner_corner_y,left_eye_outer_corner_x,left_eye_outer_corner_y,right_eye_inner_corner_x,right_eye_inner_corner_y,right_eye_outer_corner_x,right_eye_outer_corner_y,left_eyebrow_inner_end_x,left_eyebrow_inner_end_y,left_eyebrow_outer_end_x,left_eyebrow_outer_end_y,right_eyebrow_inner_end_x,right_eyebrow_inner_end_y,right_eyebrow_outer_end_x,right_eyebrow_outer_end_y,nose_tip_x,nose_tip_y,mouth_left_corner_x,mouth_left_corner_y,mouth_right_corner_x,mouth_right_corner_y,mouth_center_top_lip_x,mouth_center_top_lip_y,mouth_center_bottom_lip_x,mouth_center_bottom_lip_y
65.5956,36.6264,31.5408,39.3078,59.1474,37.9068,72.8352,36.8946,37.9764,39.8442,24.204,39.9852,57.5508,27.50934,77.9298,29.92266,38.5128,30.1908,18.6702,34.4811,51.1158,55.3962,66.1314,70.6806,36.9036,73.362,50.8476,67.9992,51.3834,82.7472
64.7624661654,34.9333894737,31.8597293233,37.1914827068,59.9242105263,35.901112782,70.5693834586,35.2559639098,37.9885714286,37.5140571429,27.3433984962,38.4817804511,55.0852330827,30.417275188,74.8511278195,27.5928541353,37.665924812,32.0301473684,19.4201503759,34.3336421053,49.9243308271,54.2882165414,63.4726015038,72.9975338346,40.2463759398,74.2881203008,50.2469774436,69.4491428571,52.1821353383,83.3200601504
66.0827368421,37.1537052632,27.9783157895,37.4359578947,59.8730526316,38.2827789474,72.5747368421,38.8472842105,34.4703157895,38.2827789474,21.7686315789,38.5650315789,56.7682105263,28.4037473684,78.5021052632,28.686,35.0343157895,28.1214947368,14.712,30.6617684211,47.736,52.9604210526,62.9778947368,77.7985263158,35.8812631579,78.3631578947,48.0183157895,70.1778947368,48.8652631579,84.5728421053
64.7185822785,35.8612253165,31.5906835443,39.1193924051,59.2878987342,37.761964557,71.2356455696,36.1327594937,37.564556962,39.1193924051,24.8020253165,40.2057721519,56.8435443038,27.715078481,76.3947341772,28.8012151899,37.8361518987,29.6158177215,17.7423797468,35.318156962,51.1412658228,54.3256708861,66.0759493671,68.9887594937,36.4781772152,71.7041012658,51.4128607595,66.5450126582,51.6844556962,76.0490126582
66.3343157895,33.7212631579,29.0770526316,34.0976842105,59.9368421053,34.8496842105,71.6033684211,34.4741052632,35.8509473684,34.8496842105,23.808,35.6025263158,59.5604210526,22.0544,79.1301052632,25.0651789474,41.12,24.6888421053,14.0227368421,28.8286315789,49.7507368421,52.8850526316,61.4425263158,73.6134736842,39.2378947368,72.8606315789,50.1515789474,67.5915789474,49.776,83.0223157895
64.5530434783,36.524173913,32.219826087,38.0786086957,58.4006956522,37.5387130435,69.5269565217,36.524173913,36.8834782609,38.7004521739,26.3130434783,39.0113391304,56.5356521739,27.8333217391,76.0556521739,27.5083130435,39.6813913043,30.3062956522,19.7843478261,31.239026087,49.008,57.6648347826,61.7544347826,74.4528695652,35.3286956522,75.6966956522,48.6970434783,72.2768695652,49.0733913043,80.9342608696
65.3184,35.2704,30.3095808,38.702592,60.170496,36.29952,71.153664,33.55392,35.4579456,38.702592,24.1314816,39.045888,55.708416,31.151616,74.24256,23.943936,37.1740416,31.838208,15.8727936,32.312064,50.216448,63.757824,66.691584,73.368576,37.1740416,77.829888,50.559744,70.965504,51.932928,81.948672
65.4594098361,38.9085639344,32.0514098361,39.2602229508,59.8323934426,39.6118819672,71.0856393443,39.6118819672,37.3259016393,39.6118819672,25.017442623,39.6118819672,55.9640655738,31.1719868852,76.4647868852,31.729495082,39.4363278689,30.8202491803,18.336,33.2819409836,47.1729836066,59.3051803279,60.8876065574,79.7020327869,32.0514098361,79.350295082,46.8212459016,71.6136393443,47.1729836066,93.0649180328
65.3769142857,38.1289142857,29.2155428571,39.5588571429,58.4306285714,39.3545142857,72.1188571429,38.7414857143,35.9574857143,39.9675428571,22.0649142857,40.3762285714,54.7529142857,27.70944,80.2907428571,28.7309257143,38.2048,28.1180342857,13.0756571429,31.1825371429,46.1723428571,55.9030857143,63.5378285714,78.7844571429,33.3014857143,80.0105142857,47.1940571429,70.8169142857,48.2153142857,90.0210285714
72.3531851852,34.4170666667,28.6554074074,32.8280296296,63.8785185185,34.9467259259,78.9736296296,36.0060444444,35.5407407407,33.3576888889,20.9754074074,33.8873481481,57.7872592593,27.0016592593,87.184,28.5906962963,39.2485925926,26.472,14.6192592593,25.4126814815,44.016,53.2202666667,66.5268148148,78.6441481481,30.509037037,77.3202962963,45.8696296296,74.9368888889,46.3994074074,88.7081481481
64.1555928144,35.2538443114,30.7579401198,35.2538443114,57.2384191617,36.1483113772,71.9195209581,35.9551616766,37.5204790419,36.1741796407,23.8217964072,37.0525508982,56.7055329341,25.7486946108,75.4594491018,28.8316167665,37.180742515,26.0056526946,17.398994012,30.1158323353,47.9706826347,51.1823712575,61.8435449102,70.9635449102,34.3547784431,71.7344191617,47.9706826347,62.7426107784,48.7415568862,82.5243592814
64.9562926829,35.2355121951,29.1166829268,35.2355121951,59.2009756098,36.543804878,72.019902439,36.8054634146,35.6569756098,36.8054634146,22.0530731707,36.543804878,58.1549268293,26.8643121951,78.2985365854,30.2651707317,38.5346341463,27.3875121951,16.2977560976,30.2651707317,47.6903414634,50.1471219512,61.0325853659,72.3834146341,32.5176585366,72.9067317073,48.2136585366,65.3203902439,47.1676097561,81.0163902439
69.4417534247,37.8516164384,28.6934794521,35.6966575342,62.5849863014,38.2435068493,76.2985205479,39.8110684932,35.3543013699,37.2642191781,21.053369863,36.4804383562,57.3816986301,30.6415342466,83.938630137,32.1705205479,39.9802739726,29.5859726027,13.8047123288,29.2322191781,48.1538630137,57.3383013699,64.1525479452,80.5589041096,30.2610410959,78.7958356164,45.9331506849,77.2287123288,46.1290958904,88.1994520548
67.5088695652,35.7276521739,30.6683478261,33.6292173913,61.2135652174,36.8932173913,74.9702608696,37.3596521739,36.7304347826,35.9608695652,23.9060869565,34.3283478261,60.5139130435,28.2662608696,80.3332173913,30.8311304348,40.927826087,28.2662608696,18.3803478261,28.2746086957,48.6224347826,53.4485217391,60.0474782609,73.7342608696,32.0671304348,72.3349565217,47.9227826087,67.4384347826,46.0575652174,81.8953043478
65.3780719424,35.6320230216,30.1909640288,34.3974215827,59.5130935252,36.5579741007,71.8597985612,35.9406733813,35.1297841727,35.9406733813,24.326676259,34.7060719424,58.8963453237,29.1502273381,77.106647482,26.372305036,38.8337266187,29.4588776978,17.8449496403,27.2983251799,45.9322014388,64.0285467626,60.1305323741,76.992,32.0432805755,76.6832805755,45.0067338129,73.5967769784,45.3154532374,84.3998848921
66.05952,36.84864,26.58912,37.70688,60.0528,37.70688,72.49536,37.70688,32.16576,37.70688,19.72416,38.56512,55.33344,29.126496,78.93024,28.697472,34.74048,30.413664,14.14656,29.55552,45.46656,53.58144,63.91488,77.60736,30.87936,78.03648,45.89472,72.02976,47.18208,86.18784
64.7124897959,34.2680816327,30.8571428571,32.2253061224,58.8754285714,34.8519183673,69.9657142857,34.8519183673,36.1103673469,33.3923265306,25.6032653061,33.1010612245,57.1239183673,27.8471836735,76.6785306122,29.3067755102,40.4884897959,28.1391020408,20.058122449,25.8044081633,46.9093877551,54.4065306122,58.5835102041,67.8321632653,33.7756734694,66.6644897959,46.9093877551,63.7459591837,45.7417142857,77.7547755102
66.2149565217,35.637773913,30.4626086957,37.5030956522,59.9972173913,36.5704347826,72.1224347826,35.637773913,37.3022608696,37.5030956522,23.9339130435,37.5030956522,58.132173913,30.352626087,75.5422608696,28.4872347826,38.5460869565,30.6635130435,19.2702608696,33.1506086957,48.8055652174,58.6434782609,64.3499130435,73.5666086957,34.8153043478,74.1885217391,49.7377391304,71.7015652174,50.3596521739,82.8932173913
67.03968,32.372016,27.13968,32.372016,60.38976,33.230064,73.6896,34.088112,33.36096,33.230064,20.06064,33.444576,58.24464,26.365536,80.55408,25.722,35.50608,25.507488,13.62528,24.220416,47.30448,52.9656,61.67712,74.41728,30.78672,74.41728,47.08992,71.84304,46.87536,83.64144
64.3324931507,34.6072767123,32.8898630137,37.2519452055,59.6304657534,35.4888328767,69.0338630137,34.3133589041,37.5912328767,37.5457972603,26.7189041096,37.5457972603,57.2797808219,29.3178082192,74.6176438356,26.085369863,40.5297534247,31.0809863014,19.0783561644,32.5502465753,51.1088219178,60.4668493151,62.2757260274,71.9270136986,36.1223013699,73.6905205479,50.5209863014,69.8702465753,50.8149041096,77.5101369863
69.3751578947,37.9984,28.7301052632,36.8693894737,61.8484210526,37.6220631579,76.1490526316,39.5037473684,35.8804210526,37.6220631579,21.9553684211,38.3747368421,56.1557894737,28.2846315789,82.1709473684,31.9769263158,36.2568421053,25.9554526316,15.9343157895,29.7188210526,46.7941052632,54.5574736842,66.3637894737,75.2564210526,32.1170526316,74.5035789474,48.2997894737,70.3637894737,47.1705263158,88.4286315789
65.7956923077,38.3009230769,30.8683076923,40.2258461538,58.6455384615,40.2258461538,72.6713846154,40.2258461538,36.9187692308,41.8756923077,23.4430769231,41.6012307692,55.8953846154,30.6,76.5218461538,31.1501538462,36.6436923077,30.3249230769,17.6670769231,34.4504615385,48.1944615385,52.0516923077,66.3458461538,78.7286153846,32.7932307692,78.4535384615,47.6443076923,71.0283076923,47.9193846154,81.4787692308
67.000754717,39.1553207547,28.9548679245,36.3220528302,61.3340377358,38.750490566,73.4771320755,40.3695396226,35.025509434,36.7267924528,22.8833207547,36.7267924528,57.6914716981,32.2745660377,80.3574339623,33.084045283,39.8825660377,30.6556075472,17.217509434,28.631909434,47.5734339623,54.9400754717,61.3340377358,76.3915471698,30.1693584906,73.5586415094,46.3589433962,69.9160754717,45.5492830189,83.6775849057
66.2255575221,38.0610265487,29.0174867257,37.3015221239,61.2904778761,38.8205309735,72.6804955752,38.8205309735,35.4724247788,38.0610265487,23.3229026549,38.0610265487,54.4557876106,29.3284247788,81.7928495575,32.7453451327,38.8893451327,28.568920354,14.9700530973,30.8474336283,47.9940530973,49.4603893805,63.1883893805,76.7881061947,34.3331681416,77.1678584071,47.6219469027,67.6757522124,47.6219469027,83.6219469027
65.3670993377,38.5818278146,30.7034701987,38.2976423841,58.5479205298,41.1388609272,72.754013245,40.2863046358,36.3859072848,40.5704900662,23.3159205298,38.2976423841,53.0485827815,31.3633907285,80.7099337748,34.8880529801,40.0269139073,31.0086357616,14.7922649007,31.7626490066,44.9095629139,59.6070993377,61.9575099338,81.7691125828,29.2831788079,80.3481854305,45.1937483444,77.222781457,45.1937483444,87.1673642384
67.5193043478,35.2512,29.28,36.6501913043,60.9902608696,36.6501913043,73.5819130435,35.7175304348,34.8751304348,37.1165217391,22.7509565217,36.6501913043,54.9276521739,29.6551304348,80.1099130435,27.323373913,36.7408695652,29.6551304348,15.2890434783,30.5877913043,49.7979130435,52.9720695652,65.6535652174,73.4911304348,34.4086956522,74.8904347826,50.2643478261,70.6925217391,51.1972173913,79.5537391304
65.6286967742,38.0766967742,31.3059096774,39.183483871,59.2623483871,40.2908903226,73.378683871,40.2908903226,38.2259612903,41.3982967742,24.1090064516,40.5677419355,55.9407483871,31.4334967742,75.8697290323,31.4334967742,38.2259612903,31.4334967742,18.8500645161,33.6476903226,47.0833548387,54.9609290323,64.2444387097,78.7652129032,32.9670193548,79.0420645161,47.6370580645,72.3988645161,47.3602064516,82.3636645161
66.8249491525,40.9122711864,31.5571525424,38.0029830508,60.6435254237,41.638779661,72.6418983051,42.7297627119,37.3741016949,39.4576271186,24.2852338983,38.7303050847,56.281220339,30.7313898305,80.6408135593,39.4576271186,44.2828474576,30.3677288136,16.2864,32.1860338983,48.1741016949,59.8291525424,58.0987118644,84.1789830508,33.0109830508,82.3606779661,47.5549830508,75.0890847458,45.7366779661,92.9044067797
65.1795692308,37.0995692308,30.5265230769,37.0995692308,60.2289230769,37.4296615385,71.4498461538,37.4296615385,35.8072615385,37.7590153846,25.9067076923,37.7590153846,56.2685538462,30.1691076923,76.4004923077,27.5283692308,40.0977230769,30.8285538462,18.9762461538,30.1691076923,46.6980923077,60.2008615385,61.8793846154,78.3522461538,33.4973538462,79.0124307692,46.6980923077,73.4016,47.0281846154,89.2430769231
65.7217177914,39.061398773,33.0840736196,39.061398773,60.4576196319,39.3246625767,70.7231411043,39.5873374233,38.6114355828,39.5873374233,27.5567116564,39.3246625767,55.7200490798,29.5856687117,79.4090797546,30.6384883436,42.0332760736,29.5856687117,17.2914257669,29.5856687117,49.6661595092,58.538797546,64.9325153374,72.7520981595,33.8738650307,73.0153619632,49.6661595092,68.0139386503,49.4028957055,85.9123435583
64.3081411765,36.5630117647,31.2474352941,37.0678588235,60.2699294118,36.5630117647,72.6364235294,38.0775529412,36.5472,37.0678588235,25.9476705882,37.8251294118,55.7274352941,26.7207529412,78.1886117647,28.7396894118,40.08,27.2254870588,19.6382117647,28.4873223529,46.8943058824,60.0338823529,62.0363294118,66.8476235294,35.7899294118,66.0909176471,48.6607058824,64.3239529412,49.1655529412,75.4283294118
65.8154366197,35.0796169014,31.0701971831,36.2881352113,60.0750422535,35.3817464789,71.5565070423,35.0796169014,37.1127887324,37.1945239437,24.4232112676,36.5902647887,57.355943662,29.6411492958,74.5778028169,28.1305014085,40.134084507,28.7347605634,19.8909295775,32.3603830986,47.9898591549,55.9267605634,64.6073239437,70.7317183099,34.6958873239,71.6376338028,49.5001690141,70.1273239437,49.8023661972,79.7956056338
63.4839148936,37.4281531915,32.4473191489,38.3409702128,57.674893617,38.4917106383,68.586893617,36.9895489362,37.3154042553,38.6452425532,26.666212766,39.253787234,57.8730212766,29.9597617021,74.133106383,30.7340255319,41.2711489362,32.255387234,21.1887659574,33.4725446809,50.0956595745,59.3361021277,60.4405106383,71.8114042553,34.8813617021,72.7244255319,49.5203404255,69.3188085106,49.2963404255,78.7601702128
67.4242689076,39.6287193277,28.4869915966,37.4655731092,61.655394958,39.268194958,73.1923361345,40.710292437,34.6156638655,37.826097479,22.7181176471,38.5471462185,56.2471260504,30.2549243697,80.7634285714,30.9759731092,39.5697478992,29.2174789916,18.0310588235,26.6496,46.6802016807,50.5677176471,60.2129747899,76.403092437,34.2550588235,76.042487395,46.3970420168,69.0490084034,46.152605042,82.8923697479
64.9971891892,36.6763243243,29.4374054054,37.4486486486,59.1991351351,37.8352432432,72.3407567568,37.4486486486,34.8488648649,37.8352432432,23.2536216216,38.6084324324,54.1742702703,29.3322378378,76.2058378378,28.1727135135,36.0086486486,30.1052540541,17.4555675676,31.2647783784,47.2172972973,51.3634594595,62.2918918919,74.5548108108,36.0086486486,74.9414054054,48.3770810811,67.9835675676,48.3770810811,83.8304864865
66.3457959184,35.7196408163,29.5719183673,36.1574204082,60.6543673469,37.033077551,72.4751020408,36.1574204082,36.138122449,37.9086367347,24.3183673469,37.9086367347,56.7144489796,31.7796244898,78.1880816327,28.7384816327,37.8896326531,31.7796244898,16.8764081633,31.3417469388,52.3366530612,55.8578938776,63.7195102041,72.4937142857,36.576,73.3694693878,51.0230204082,69.8674285714,50.5851428571,81.6871836735
66.4033432836,37.5383641791,31.8247164179,37.8585313433,60.320238806,38.1786985075,70.5657313433,38.1786985075,36.3073432836,38.4988656716,26.7023283582,38.1786985075,57.7590447761,30.1743761194,78.5702686567,33.0559522388,40.4697313433,32.0954507463,19.6470447761,30.1083940299,48.7945074627,60.9109970149,62.2416716418,73.3977313433,31.5044776119,73.7179701493,47.8337910448,68.5948656716,46.8730746269,82.6825074627
68.3764363636,38.34144,30.1536,37.5613963636,60.5681454545,38.2278981818,73.8362181818,39.1214836364,36.7837090909,38.34144,23.5226181818,37.9514181818,58.0756363636,27.4320872727,78.5166545455,30.9309381818,36.7330909091,26.7642763636,16.8925090909,31.7109818182,48.6746181818,52.40736,63.696,75.0039272727,34.0538181818,75.7841454545,48.8744727273,69.9333818182,48.0951272727,84.7549090909
67.6909879518,37.8586987952,31.0351807229,38.1183614458,61.9720481928,38.1183614458,73.4105060241,38.8985060241,35.9751325301,38.3786024096,25.056,38.8985060241,55.9922891566,26.4196626506,80.9493975904,28.7595180723,40.9145060241,27.1998072289,17.2568674699,30.5794698795,46.3737831325,51.1171084337,61.9720481928,73.7343614458,33.115373494,72.9542168675,45.5936385542,66.4551325301,46.3737831325,82.313060241
66.3188292683,38.5266731707,32.4846829268,38.1778731707,60.3886829268,38.8754731707,73.9925853659,38.5266731707,38.0651707317,38.8754731707,25.5086829268,38.8754731707,57.8567804878,30.6013658537,76.7828292683,29.8065170732,41.2042926829,31.550595122,19.9274926829,30.8529170732,48.1810731707,58.7574634146,61.0864390244,75.8485853659,34.5771707317,75.8485853659,47.832195122,71.6636097561,47.4833170732,82.1276097561
65.9606068966,40.8999724138,29.0555586207,38.5191724138,59.4127448276,41.7924413793,72.210537931,42.0903724138,34.7102896552,39.4116413793,23.1035586207,39.4116413793,59.1154758621,32.2685793103,80.544,34.6500413793,38.2821517241,31.0781793103,15.9604965517,30.1857103448,46.9128827586,62.9236965517,56.7340137931,86.4357517241,35.9006896552,85.8405517241,46.6149517241,80.7810206897,45.7224827586,95.3644137931
65.4343529412,36.8581647059,29.2611764706,36.2973490196,58.9847843137,37.6993882353,72.4448627451,38.2602039216,35.9912156863,37.4189803922,21.9701960784,37.138572549,58.7043137255,27.3241098039,78.6139607843,31.249945098,38.5148235294,27.3241098039,16.0815686275,29.8478431373,49.1883921569,50.1138823529,60.9474509804,74.1527843137,32.9066666667,74.1527843137,48.8897254902,64.6192941176,46.6465882353,83.6869019608
65.4424615385,36.5344615385,29.1396923077,36.5344615385,59.6667692308,36.9470769231,71.2181538462,37.3596923077,34.9153846154,36.9470769231,23.3649230769,37.3596923077,55.1289230769,29.5218461538,77.4055384615,29.1092307692,39.8658461538,28.284,16.764,28.284,48.9415384615,54.2732307692,59.6667692308,72.4246153846,32.8523076923,72.8372307692,47.2910769231,68.2993846154,47.2910769231,80.6750769231
65.7883489933,34.745685906,26.6280805369,34.745685906,61.1809932886,35.3216214765,74.4264161074,35.8974926174,32.0987919463,35.0336214765,20.2933691275,36.1854281879,58.0136375839,25.2436832215,78.1697718121,24.6678120805,36.418147651,24.6678120805,14.5346577181,24.3798765101,44.4802147651,63.2517583893,62.9083489933,73.3298255034,33.5387919463,71.3144697987,47.3595704698,70.4504697987,47.6475704698,81.9678926174
67.265046729,37.8271401869,28.772635514,36.222953271,61.6517383178,37.2255700935,73.2794018692,39.8319252336,34.5864672897,36.624,22.1567102804,36.8245233645,56.2385046729,28.6048149533,80.8979439252,31.2110803738,39.3981308411,27.8028560748,14.3376448598,29.406728972,47.6177943925,51.2590654206,63.456,76.9211214953,30.1758504673,76.3195514019,46.6201121495,72.2592897196,46.4151028037,83.7375700935
66.928,36.9463333333,34.1546666667,38.436,61.2673333333,38.1380666667,71.0993333333,36.6484,39.22,38.7339333333,28.494,38.1380666667,59.1813333333,30.9875333333,78.25,31.8814,43.0926666667,32.4772666667,23.1313333333,31.8814,51.1373333333,62.5693333333,65.4386666667,71.5073333333,36.538,73.2946666667,49.8913333333,70.44,50.518,78.6046666667
